PAYER NAME,PAYER ID,TRANSACTION,AVAILABLE,NON PAR,ENROLLMENT,SECONDARY,ATTACHMENT,WC / AUTO,NOTES
Molina Healthcare of Nebraska,MLNNE,Professional Claims 837P,Yes,Yes,No,Yes,No,,Claim DOS on or after 1/1/24
Molina Healthcare of Nebraska,MLNNE,Remits 835,Yes,Yes,Yes,No,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Nebraska,MLNNE,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Claim DOS on or after 1/1/24
Molina Healthcare of Nevada,MLNA-NV,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Nevada ,MLNNV,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Nevada ,MLNNV,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of Nevada ,MLNNV,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of New Mexico,NM505,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of New Mexico,NM505,Remits 835,Yes,No,Yes,Yes,No,,
Molina Healthcare of New Mexico ,10486,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of New Mexico - Salud,09824,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of New Mexico - Salud,09824,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of New Mexico - Salud,09824,Remits 835,Yes,No,Yes,Yes,No,,
Molina Healthcare of New York (formerly Total Care),16146,Professional Claims 837P,Yes,Yes,No,Yes,No,,Former Payer ID TCARE
Molina Healthcare of New York (formerly Total Care),16146,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Former Payer ID TCARE
Molina Healthcare of New York (formerly Total Care),16146 ,Remits 835,Yes,Yes,Yes,Yes,No,,Former Payer ID TCARE Enrollment completed under 'Molina Healthcare'
Molina Healthcare of New York (formerly Total Care),MLNA-NY,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Ohio,20149,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of Ohio,20149,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of Ohio,20149,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Ohio ,10487,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Puerto Rico,81794,Remits 835,Yes,No,Yes,Yes,No,,
Molina Healthcare of South Carolina,46299,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of South Carolina,46299,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of South Carolina,46299,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of South Carolina,MLNSC,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Texas,00451,Claim Status 276 / 277,Yes,No,No,No,No,,
Molina Healthcare of Texas,10488,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Texas,20554,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of Texas,20554,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Texas,20554,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of Utah,MLNUT,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Utah (aka American Family Care),12X09,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of Utah (aka American Family Care),SX109,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of Utah (aka American Family Care),SX109,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Virginia,"MLNA-VA
",Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of WA Encounters,43174,Professional Claims 837P,Yes,Yes,No,No,No,,Encounters ONLY.
Molina Healthcare of WA Encounters,43174,Institutional Claims 837I,Yes,Yes,No,No,No,,Encounters ONLY.
Molina Healthcare of Washington,00228,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Healthcare of Washington,00228,Claim Status 276 / 277,Yes,No,No,No,No,,
Molina Healthcare of Washington,38336,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of Washington,38336,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of Washington,38336,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Wisconsin,ABRI1,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Healthcare of Wisconsin,ABRI1,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Healthcare of Wisconsin,ABRI1,Remits 835,Yes,No,Yes,Yes,No,,Enrollment completed under 'Molina Healthcare'
Molina Healthcare of Wisconsin,MLNWI,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Medicaid Solutions - Idaho,MCDID,Remits 835,Yes,No,Yes,No,No,,
Molina Medicaid Solutions - Idaho,MCDID,Professional Claims 837P,Yes,Yes,No,No,No,,
Molina Medicaid Solutions - Louisiana,MCDLA,Professional Claims 837P,Yes,Yes,Yes,Yes,No,,
Molina Medicaid Solutions - Louisiana,MCDLA,Institutional Claims 837I,Yes,Yes,Yes,Yes,No,,
Molina Medicaid Solutions - Louisiana,MCDLA,Remits 835,Yes,No,Yes,Yes,No,,
Molina Ohio Medicaid,73160,Remits 835,Yes,Yes,Yes,No,No,,"ERA Enrollment should be completed under Medicaid Ohio. If you are already approved to receive ERA for Medicaid of Ohio, you do not have to re-enroll."
Molina Ohio Medicaid,73160,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Molina Ohio Medicaid,73160,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Molina Ohio Medicaid,MOLINA-OHMCD,Eligibility 270 / 271,Yes,No,No,No,No,,
Molina Ohio Medicaid,MOLINA-OHMCD-CS,Claim Status 276 / 277,Yes,No,No,No,No,,
"Momentum Insurance Plans, Inc.",31415,Dental Claims 837D,Yes,No,No,No,No,,
Monarch Healthcare IPA,IP095,Institutional Claims 837I,Yes,No,No,Yes,No,,
Monarch Healthcare IPA,IP095,Professional Claims 837P,Yes,No,No,Yes,No,,
Monitor Life Medicare Supplement,98244,Remits 835,Yes,No,Yes,No,No,,ERA only payer - IAS Admin Payer.
Montana State Fund - WC,J2893,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
Montefiore Contract Management Organization,13174,Institutional Claims 837I,Yes,Yes,No,No,No,,
Montefiore Contract Management Organization,13174,Professional Claims 837P,Yes,Yes,No,No,No,,
Montefiore Contract Management Organization (CMO),MONTE-CMO,Eligibility 270 / 271,Yes,No,No,No,No,,
Montgomery,J1424,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Montgomery County Self-Insurance Program (MD) - CORVEL,J1890,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Montgomery County Texas,A0179,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
Monument Administrators - Guardian Comp,J1530,Professional Claims 837P,Yes,Yes,No,No,No,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Monument Administrators - Quality Comp,J1530,Professional Claims 837P,Yes,Yes,No,No,No,Work Comp,"Workers Comp Only.  At this time, only Professional (HCFA) claims are accepted."
Monument Administrators - Victory Comp,J1530,Professional Claims 837P,Yes,Yes,No,No,No,Work Comp,"Workers Comp Only.  At this time, only Professional (HCFA) claims are accepted."
Monumental Life Insurance Company (MLIC),TRANSAM-MLIC,Eligibility 270 / 271,Yes,No,No,No,No,,
Morris Associates,35092,Professional Claims 837P,Yes,No,No,Yes,No,,
Morris Associates,35092,Institutional Claims 837I,Yes,No,No,Yes,No,,
Morris Associates,MORRIS,Eligibility 270 / 271,Yes,No,No,No,No,,
Motion Picture Industry Health Plan,BC001,Remits 835,Yes,No,Yes,Yes,No,,Enrollment is completed under Payer ID 47198
Motion Picture Industry Health Plan,BC001,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Motion Picture Industry Health Plan,BC001,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
MotivHealth Insurance Company,U7632,Institutional Claims 837I,Yes,No,No,Yes,No,,A UHIN pass through fee applies to this transaction. Payer returns ERAs automatically after claim submission. 
MotivHealth Insurance Company,U7632,Professional Claims 837P,Yes,No,No,Yes,No,,A UHIN pass through fee applies to this transaction. Payer returns ERAs automatically after claim submission. 
MotivHealth Insurance Company,U7632,Remits 835,Yes,No,Yes,Yes,No,,A UHIN pass through fee applies to this transaction. Payer returns ERAs automatically after claim submission. 
Mountain Health CO-OP,MHC01,Remits 835,Yes,Yes,Yes,No,No,,
Mountain Health CO-OP,MHC01,Institutional Claims 837I,Yes,Yes,No,No,No,,
Mountain Health CO-OP,MHC01,Professional Claims 837P,Yes,Yes,No,No,No,,
Mountain Health Co-op,MHCOOP,Eligibility 270 / 271,Yes,No,No,No,No,,
Mountain States Administrators,MTNST,Professional Claims 837P,Yes,Yes,No,No,No,,Colorado only
"MPLAN, Inc. - HealthCare Group",95444,Professional Claims 837P,Yes,Yes,No,Yes,No,,
"MPLAN, Inc. - HealthCare Group",95444,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
"MPLAN, Inc. - HealthCare Group",95444,Remits 835,Yes,No,Yes,Yes,No,,
MPM Prospect,MPM16,Institutional Claims 837I,Yes,No,No,No,No,,
MPM Prospect,MPM16,Professional Claims 837P,Yes,No,No,No,No,,
MPMBA,IHS23,Institutional Claims 837I,Yes,No,No,No,No,,
MPMBA,IHS23,Professional Claims 837P,Yes,No,No,No,No,,
MPMG (Mercy Physicians Medical Group),PROSP,Remits 835,Yes,No,Yes,No,No,,
MRIPA - AllCare Health Plan,MRIPA,Institutional Claims 837I,Yes,Yes,No,No,No,,
MRIPA - AllCare Health Plan,MRIPA,Remits 835,Yes,No,Yes,No,No,,
MRIPA - AllCare Health Plan,MRIPA,Professional Claims 837P,Yes,Yes,No,No,No,,
MSA Care Guard,20572,Institutional Claims 837I,Yes,No,No,Yes,No,,
MSA Care Guard,20572,Professional Claims 837P,Yes,No,No,Yes,No,,
Mt. Carmel Health Plan,95655,Institutional Claims 837I,Yes,Yes,No,No,No,,
Mt. Carmel Health Plan,95655,Professional Claims 837P,Yes,Yes,No,No,No,,
Multicare Connected Care,RP036,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Multicare Connected Care,RP036,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Multiplan Wisconsin Preferred Network,34080,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Multiplan Wisconsin Preferred Network,34080,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Multnomah County Other,MLTOT,Professional Claims 837P,Yes,No,No,Yes,No,,Administered by PH Tech.
Multnomah County Other,MLTOT,Institutional Claims 837I,Yes,No,No,Yes,No,,Administered by PH Tech.
Multnomah Treatment Fund (Formerly known as Verity Plus),VMMH2,Professional Claims 837P,Yes,No,No,Yes,No,,Administered by PH Tech.
Multnomah Treatment Fund (Formerly known as Verity Plus),VMMH2,Institutional Claims 837I,Yes,No,No,Yes,No,,Administered by PH Tech.
Municipal Health Benefit Fund,81883,Remits 835,Yes,No,Yes,No,No,,
Municipal Health Benefit Fund,81883,Professional Claims 837P,Yes,No,No,No,No,,
Municipal Health Benefit Fund,81883,Institutional Claims 837I,Yes,No,No,No,No,,
Municipal Health Benefit Fund,81883,Dental Claims 837D,Yes,No,No,No,No,,
Municipal Health Benefit Fund,MHBF,Eligibility 270 / 271,Yes,No,No,No,No,,
Mutual Assurance,37256,Remits 835,Yes,No,Yes,Yes,No,,
Mutual Assurance,37256,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Mutual Health Services,34192,Professional Claims 837P,Yes,Yes,No,Yes,No,,Formerly Antares Management Solutions. 
Mutual Health Services,34192,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Formerly Antares Management Solutions. 
Mutual Health Services,34192,Remits 835,Yes,No,Yes,Yes,No,,Formerly Antares Management Solutions. 
Mutual Health Services,MUTUAL-HEALTH,Claim Status 276 / 277,Yes,No,No,No,No,,
Mutual Health Services,MUTUAL-HEALTH,Eligibility 270 / 271,Yes,No,No,No,No,,
Mutual of Omaha,10498,Claim Status 276 / 277,Yes,No,No,No,No,,
Mutual of Omaha,10498,Eligibility 270 / 271,Yes,No,No,No,No,,
Mutual of Omaha,71412,Professional Claims 837P,Yes,Yes,No,No,No,,
Mutual of Omaha,71412,Institutional Claims 837I,Yes,Yes,No,No,No,,
Mutual of Omaha,71412,Dental Claims 837D,Yes,Yes,No,No,No,,
Mutual of Omaha,71412,Remits 835,Yes,No,Yes,No,No,,
Mutual of Omaha Dental,CX087,Dental Claims 837D,Yes,No,No,No,No,,
​Mutual of Omaha Medicare Advantage,71412,Professional Claims 837P,Yes,Yes,No,No,No,,
​Mutual of Omaha Medicare Advantage,71412,Institutional Claims 837I,Yes,Yes,No,No,No,,
​Mutual of Omaha Medicare Advantage,71412,Remits 835,Yes,No,Yes,No,No,,ERA Enrollment is completed under payer code 71412
Mutual of Omaha Medicare Advantage,MOMA,Eligibility 270 / 271,Yes,No,No,No,No,,
Mutually Preferred,71412,Professional Claims 837P,Yes,Yes,No,No,No,,
Mutually Preferred,71412,Institutional Claims 837I,Yes,Yes,No,No,No,,
Mutually Preferred,71412,Dental Claims 837D,Yes,Yes,No,No,No,,
Mutually Preferred,71412,Remits 835,Yes,No,Yes,No,No,,
Mutually Preferred,MUTUALLY-PREF,Claim Status 276 / 277,Yes,No,No,No,No,,
Mutually Preferred,MUTUALLY-PREF,Eligibility 270 / 271,Yes,No,No,No,No,,
MVP - Ohio,38224,Professional Claims 837P,Yes,Yes,No,No,No,,
MVP - Ohio,38224,Institutional Claims 837I,Yes,Yes,No,No,No,,
MVP - Ohio,MVP-OH,Eligibility 270 / 271,Yes,No,No,No,No,,
MVP Health Care (Mohawk Valley),14165,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
MVP Health Care (Mohawk Valley),14165,Remits 835,Yes,No,Yes,Yes,No,,
MVP Health Care (Mohawk Valley),14165,Professional Claims 837P,Yes,Yes,No,Yes,No,,
MVP Health Plan,MVP-HP,Claim Status 276 / 277,Yes,No,No,No,No,,
MVP Health Plan,MVP-HP,Eligibility 270 / 271,Yes,No,No,No,No,,
MVP Health Plan of New York ,10500,Eligibility 270 / 271,Yes,No,No,No,No,,
MVP Health Plan of New York - Child Health Plus,MVP-CHILD-PLUS,Eligibility 270 / 271,Yes,No,No,No,No,,
My Family Medical Group,33020,Professional Claims 837P,Yes,No,No,No,No,,
My Health Plan,95677,Remits 835,Yes,Yes,Yes,No,No,,
My Health Plan,95677,Professional Claims 837P,Yes,Yes,No,Yes,No,,
My Health Plan,95677,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
My Patient Fund,FUNDS,Professional Claims 837P,Yes,No,No,No,No,,
My Patient Fund,FUNDS,Institutional Claims 837I,Yes,No,No,No,No,,
My Patient Fund,FUNDS,Dental Claims 837D,Yes,No,No,No,No,,
My Patient Prepaid,PREPD,Dental Claims 837D,Yes,No,No,No,No,,
My Patient Prepaid,PREPD,Institutional Claims 837I,Yes,No,No,No,No,,
My Patient Prepaid,PREPD,Professional Claims 837P,Yes,No,No,No,No,,
My Tru Advantage,MTAMA,Institutional Claims 837I,Yes,Yes,No,No,No,,
My Tru Advantage,MTAMA,Professional Claims 837P,Yes,Yes,No,No,No,,
MyChoice IPA (ProCare MSO),PCMSO,Institutional Claims 837I,Yes,No,No,Yes,No,,
MyChoice IPA (ProCare MSO),PCMSO,Professional Claims 837P,Yes,No,No,Yes,No,,
MyNexus - Aetna Home Health,34010,Professional Claims 837P,Yes,Yes,No,Yes,No,,
MyNexus - Aetna Home Health,34010,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
MyNexus - Aetna Home Health,34010,Remits 835,Yes,No,Yes,Yes,No,,
myNEXUS Anthem,34009,Professional Claims 837P,Yes,Yes,No,No,No,,
myNEXUS Anthem,34009,Institutional Claims 837I,Yes,Yes,No,No,No,,
myNEXUS Anthem,34009,Remits 835,Yes,No,Yes,No,No,,
MyPhysicianPlan,MPPCL,Institutional Claims 837I,Yes,Yes,No,No,No,,
MyPhysicianPlan,MPPCL,Professional Claims 837P,Yes,Yes,No,No,No,,
myPlace Health,MPH01,Remits 835,Yes,No,No,No,No,,Returns ERAs automatically once electronic submission begins.
myPlace Health,MPH01,Institutional Claims 837I,Yes,No,No,No,No,,Returns ERAs automatically once electronic submission begins.
myPlace Health,MPH01,Professional Claims 837P,Yes,No,No,No,No,,Returns ERAs automatically once electronic submission begins.
"N.W. Ironworkers Health & Security Trust Fund, Group # F15",91136,Professional Claims 837P,Yes,Yes,No,No,No,,
"N.W. Ironworkers Health & Security Trust Fund, Group # F15",91136,Institutional Claims 837I,Yes,Yes,No,No,No,,
"N.W. Roofers & Employers Health & Security Trust Fund, Group# F26",91136,Professional Claims 837P,Yes,Yes,No,No,No,,
"N.W. Roofers & Employers Health & Security Trust Fund, Group# F26",91136,Institutional Claims 837I,Yes,Yes,No,No,No,,
N.W. Textile Processors Group # F14,91136,Institutional Claims 837I,Yes,Yes,No,No,No,,"Cleveland, OH. Now known as Meritain Health.  Payer ID valid only for claims with billing submission address of P.O. Box 94928, Cleveland, OH 44101-4928 or P.O. Box 89476, Cleveland, OH 44101-5476"
N.W. Textile Processors Group # F14,91136,Professional Claims 837P,Yes,Yes,No,No,No,,"Cleveland, OH. Now known as Meritain Health.  Payer ID valid only for claims with billing submission address of P.O. Box 94928, Cleveland, OH 44101-4928 or P.O. Box 89476, Cleveland, OH 44101-5476"
Nap Tools (via EMC Risk Services),J1120,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Naphcare Inc,58182,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Naphcare Inc,58182,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
National Accident & Health General Agency Inc (NAHGA),67788,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
National Accident & Health General Agency Inc (NAHGA),67788,Professional Claims 837P,Yes,Yes,No,Yes,No,,
National Allied Workers Union Local 831,CB148,Professional Claims 837P,Yes,No,No,No,No,,
National Allied Workers Union Local 831,CB148,Institutional Claims 837I,Yes,No,No,No,No,,
National American Insurance Co (NAICO),J1695,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
National Association of Letter Carriers (NALC),62308,Professional Claims 837P,Yes,Yes,No,Yes,No,,
National Association of Letter Carriers (NALC),62308,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
National Association of Letter Carriers (NALC),62308,Dental Claims 837D,Yes,Yes,No,Yes,No,,
National Association of Letter Carriers (NALC),NALC-AFF,Eligibility 270 / 271,Yes,No,No,No,No,,
National Capital Preferred Provider Organization (NCPPO),90001,Professional Claims 837P,Yes,Yes,No,Yes,No,,
National Capital Preferred Provider Organization (NCPPO),90001,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
National Capital Preferred Provider Organization (NCPPO),90001,Remits 835,Yes,No,Yes,No,No,,Enrollment instructions under Healthlink PPO
National Casualty Company,J1551,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
National Claims Admin Services,NCAS,Eligibility 270 / 271,Yes,No,No,No,No,,
National Elevator Industry Benefit Plan,CX045,Remits 835,Yes,No,Yes,No,No,,ERA only payer
National Financial Insurance Company,90956,Professional Claims 837P,Yes,Yes,No,No,No,,
National Financial Insurance Company,90956,Institutional Claims 837I,Yes,Yes,No,No,No,,
National Foundation Life Insurance Company,98205,Professional Claims 837P,Yes,Yes,No,No,No,,
National Foundation Life Insurance Company,98205,Institutional Claims 837I,Yes,Yes,No,No,No,,
National General,ASHC1,Professional Claims 837P,Yes,Yes,No,Yes,No,,
National General,ASHC1,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
"National General Insurance Online, Inc.",C1028,Professional Claims 837P,Yes,Yes,No,No,No,Auto,"Auto Only. At this time, only Professional (HCFA) claims are accepted."
National Guardian Life Insurance,NATGUARD,Eligibility 270 / 271,Yes,No,No,No,No,,
National Health Benefit,60338,Institutional Claims 837I,Yes,No,No,No,No,,
National Health Benefit,60338,Professional Claims 837P,Yes,No,No,No,No,,
National Interstate,32620,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
National Liability and Fire Insurance Company (DOI before 7/1/14),20044,Professional Claims 837P,Yes,Yes,No,No,No,Work Comp,"Workers Comp Only. DOI before 7/1/2014. At this time, only Professional (HCFA) claims are accepted. Covers CA, IL, LA, MN, NC, NJ, OR, TN, TX, VA."
National Liability and Fire Insurance Company (DOI on or after 7/1/2014),J1453,Professional Claims 837P,Yes,Yes,No,No,No,Work Comp,"Workers Comp Only. DOI on or after 7/1/2014. At this time, only Professional (HCFA) claims are accepted."
"National Loss Prevention, Inc.",J1021,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
National Pacific Dental - CALIFORNIA,DX072,Dental Claims 837D,Yes,No,No,No,No,,
National Pacific Dental - TEXAS,DX017,Dental Claims 837D,Yes,No,No,No,No,,
National Rural Letter Carrier Assoc.,71412,Professional Claims 837P,Yes,Yes,No,No,No,,
National Rural Letter Carrier Assoc.,71412,Institutional Claims 837I,Yes,Yes,No,No,No,,
National Rural Letter Carrier Assoc.,71412,Dental Claims 837D,Yes,Yes,No,No,No,,
National Rural Letter Carrier Assoc.,71412,Remits 835,Yes,No,Yes,No,No,,
National Telecommunications Cooperative Association (NTCA - Staff),52104,Professional Claims 837P,Yes,Yes,No,Yes,No,,
National Telecommunications Cooperative Association (NTCA - Staff),52104,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
National Telecommunications Cooperative Association (NTCA),52103,Professional Claims 837P,Yes,Yes,No,Yes,No,,
National Telecommunications Cooperative Association (NTCA),52103,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
National Telecommunications Cooperative Association (NTCA),NTCA,Eligibility 270 / 271,Yes,No,No,No,No,,
Nationwide - Auto Only,C1062,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Covers MN and NJ. Auto only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Nationwide Affinity Insurance Company of America,J1552,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Nationwide Agribusiness Insurance Co,J1551,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Nationwide Ins Company of America,J1552,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Nationwide Mutual Fire Company,J1552,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Nationwide Specialty Health fka Nationwide Health Plan ,10521,Eligibility 270 / 271,Yes,No,No,No,No,,
NBC Universal,J1359,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
NCA Comp,J4250,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
NCA Medical Group,NCA01,Professional Claims 837P,Yes,No,No,No,Yes,,
NCA Medical Group,NCA01,Institutional Claims 837I,Yes,No,No,No,Yes,,
NCAS,75191,Institutional Claims 837I,Yes,Yes,No,No,No,,"Charlotte, North Carolina"
NCAS,75191,Professional Claims 837P,Yes,Yes,No,No,No,,"Charlotte, North Carolina"
"NCAS - Fairfax, Virginia",75190,Professional Claims 837P,Yes,Yes,No,No,No,,
NCAS Fairfax VA,75190,Institutional Claims 837I,Yes,Yes,No,No,No,,
NCH Healthcare Inc.,J3912,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
NCLM - North Carolina League of Municipalities,J1772,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
ND Workforce Safety and Insurance (WSI),J1500,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Nebraska Plastics Group,52323,Professional Claims 837P,Yes,No,No,Yes,No,,
Nebraska Plastics Group,52323,Institutional Claims 837I,Yes,No,No,Yes,No,,
Nebraska Total Care (Centene),68069,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Nebraska Total Care (Centene),68069,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Nebraska Total Care (Centene),68069,Remits 835,Yes,No,Yes,Yes,No,,ERA enrollment forms will be listed under Centene Corporation.
Nebraska Total Care (Centene),NETOTAL,Claim Status 276 / 277,Yes,No,No,No,No,,
Nebraska Total Care (Centene),NETOTAL,Eligibility 270 / 271,Yes,No,No,No,No,,
Neighborhood Health Partnership,95123,Professional Claims 837P,Yes,Yes,No,No,No,,
Neighborhood Health Partnership,95123,Institutional Claims 837I,Yes,Yes,No,No,No,,
Neighborhood Health Partnership,95123,Remits 835,Yes,No,Yes,No,No,,
Neighborhood Health Partnership,NEIGHBORHOOD-HP,Claim Status 276 / 277,Yes,No,No,No,No,,
Neighborhood Health Partnership,NEIGHBORHOOD-HP,Eligibility 270 / 271,Yes,No,No,No,No,,
Neighborhood Health Partnership (NHP),96107,Professional Claims 837P,Yes,Yes,No,No,No,,"Only valid for PO Box 025680, Miami, Florida 33102-5680 address"
Neighborhood Health Partnership (NHP),96107,Institutional Claims 837I,Yes,Yes,No,No,No,,"Only valid for PO Box 025680, Miami, Florida 33102-5680 address"
Neighborhood Health Plan (NHPRI),05047,Remits 835,Yes,No,Yes,No,No,,
Neighborhood Health Plan (NHPRI),05047,Professional Claims 837P,Yes,No,No,Yes,No,,
Neighborhood Health Plan (NHPRI),05047,Institutional Claims 837I,Yes,No,No,Yes,No,,
Neighborhood Health Plan (RI),13148,Eligibility 270 / 271,Yes,No,No,No,No,,
Neighborhood Health Plan RI - Exchange Unity Integrity,96240,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Neighborhood Health Plan RI - Exchange Unity Integrity,96240,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
